"location","source","target"
"/admin/config/regional/language/configure","Get first item from a list of nodes",""
"/admin/config/regional/language/configure","Create a job for a given source language",""
"/admin/config/regional/language/configure","Source Language",""
"/admin/config/regional/language/configure","The language from which should be translated",""
"/admin/config/regional/language/configure","Job",""
"/admin/config/regional/language/configure","Add an item to a job",""
"/admin/config/regional/language/configure","The translation job that should be canceled.",""
"/admin/config/regional/language/configure","Source plugin",""
"/admin/config/regional/language/configure","The source plugin of this item",""
"/admin/config/regional/language/configure","The item type",""
"/admin/config/regional/language/configure","ID of the referenced item",""
"/admin/config/regional/language/configure","Add to cart",""
"/admin/config/regional/language/configure","The author of the translation job.",""
"/admin/config/regional/language/configure","Corresponding job entity.",""
"/admin/config/regional/language/configure","Corresponding job item entity.",""
"/admin/config/regional/language/configure","User associated with TMGMT Job Message entity.",""
"/admin/config/regional/language/configure","Administer FlexSlider presets.",""
"/admin/config/regional/language/configure","Configure the advanced flexslider module settings.",""
"/admin/config/regional/language/configure","Extract",""
"/admin/config/regional/language/configure","Import Translator",""
"/admin/config/regional/language/configure","Add Translator",""
"/admin/config/regional/language/configure","Jobs",""
"/admin/config/regional/language/configure","Displays a list of options which are available for a job.",""
"/admin/config/regional/language/configure","Progress",""
"/admin/config/regional/language/configure","Displays the progress of a job.",""
"/admin/config/regional/language/configure","Displays the word count of a job.",""
"/admin/config/regional/language/configure","Job items",""
"/admin/config/regional/language/configure","Get the job items of the job",""
"/admin/config/regional/language/configure","Job item count",""
"/admin/config/regional/language/configure","Show the amount of job items per job (per job item status)",""
"/admin/config/regional/language/configure","Displays a label of the job item.",""
"/admin/config/regional/language/configure","Displays a type of the job item.",""
"/admin/config/regional/language/configure","Displays the progress of a job item.",""
"/admin/config/regional/language/configure","Displays a list of options which are available for a job item.",""
"/","Job view access",""
"/","Check if the user is allowed to view jobs",""
"/","Job Items",""
"/","Job overview",""
"/","Tmgmt_job",""
"/","Tmgmt_job_item",""
"/","Tmgmt_message",""
"/","Tmgmt_translator",""
"/","Tmgmt_remote",""
"/","List<tmgmt_job>",""
"/","List<tmgmt_job_item>",""
"/","List<tmgmt_message>",""
"/","List<tmgmt_translator>",""
"/","List<tmgmt_remote>",""
"/lazy-pane/ajax","isslow(@group) @func():@line",""
"/admin/config/regional/translate/extract","Directory ""@directory""",""
"/admin/config/regional/translate/extract","Extract from all in directory ""@directory""",""
"/admin/config/regional/translate/extract","To extract from a single component in this directory, choose the desired entry in the fieldset below.",""
"/admin/config/regional/translate/extract","Extract from %name",""
"/admin/config/regional/translate/extract","Extract from files named %pattern in the %directory directory.",""
"/admin/config/regional/translate/extract","Extract from %name in the %directory directory",""
"/admin/config/regional/translate/extract","Generates output from all files found in this directory.",""
"/admin/config/regional/translate/extract","Language independent template",""
"/admin/config/regional/translate/extract","Template file for !langname translations",""
"/admin/config/regional/translate/extract","Template language",""
"/admin/config/regional/translate/extract","Export a language independent or language dependent (plural forms, language team name, etc.) template.",""
"/admin/config/regional/translate/extract","Include translations",""
"/admin/config/regional/translate/extract","Include translations of strings in the file generated. Not applicable for language independent templates.",""
"/admin/config/regional/csv-translation","CSV File download",""
"/admin/config/regional/csv-translation","Strings collected: @count",""
"/admin/config/regional/csv-translation","File upload",""
"/admin/config/regional/csv-translation","CSV file",""
"/admin/config/regional/csv-translation","Upload and import",""
"/admin/config/regional/csv-translation/download","Download translations",""
"/admin_menu/flush-cache?token=l8p8EJ5via2aEV4535C8GzeuTjJc1CWfT0-zcDCtekc&destination=ding_frontpage","Source_language",""
"/admin_menu/flush-cache?token=l8p8EJ5via2aEV4535C8GzeuTjJc1CWfT0-zcDCtekc&destination=ding_frontpage","Target_language",""
"/admin_menu/flush-cache?token=l8p8EJ5via2aEV4535C8GzeuTjJc1CWfT0-zcDCtekc&destination=ding_frontpage","Translator",""
"/admin_menu/flush-cache?token=l8p8EJ5via2aEV4535C8GzeuTjJc1CWfT0-zcDCtekc&destination=ding_frontpage","There are no translation jobs that match the specified filter criteria.",""
"/admin_menu/flush-cache?token=l8p8EJ5via2aEV4535C8GzeuTjJc1CWfT0-zcDCtekc&destination=ding_frontpage","File translator",""
"/admin_menu/flush-cache?token=l8p8EJ5via2aEV4535C8GzeuTjJc1CWfT0-zcDCtekc&destination=ding_frontpage","File translator that exports and imports files.",""
"/admin/config/regional/csv-translation","There are no messages attached to this translation job item.",""
"/admin/config/regional/csv-translation","There are no items attached to this translation job.",""
"/admin/config/regional/csv-translation","Submit list",""
"/admin/config/regional/csv-translation","There are no messages attached to this translation job.",""
"/admin/config/regional/csv-translation","Job Item",""
"/admin/config/regional/csv-translation","Related item",""
"/admin/config/regional/translate/extract","Invalid menu %element definition found in %hook. Title and description keys of the menu array should be literal strings.",""
"/admin/config/regional/translate/extract","In %file on line %line.",""
"/admin/config/regional/translate/extract","Read more at <a href=""@url"">@url</a>",""
"/admin/structure/features/ding_event/","Display components of a feature.",""
"/admin/structure/features/ding_event/","Review overrides",""
"/admin/structure/features/ding_event/","Compare default and current feature.",""
"/admin/structure/features/ding_event/","Revert components",""
"/admin/structure/features/ding_event/","Mark as reviewed",""
"/da/admin/config/regional/translate/extract","The first parameter to @function() should be a literal string. There should be no variables, concatenation, constants or other non-literal strings there.",""
"/da/admin/config/regional/translate/extract","At %excerpt in %file on line %line.",""
"/siden-ikke-fundet","Síðan finnst ekki",""
"/node/141/edit","The !relation_type is unique but the relation already exists.",""
"/node/141/edit","Field validation failed.",""
"/node/142","Sumarlesturinn",""
"/node/add/ding-group","Hvað viltu lesa?",""
"/admin/tmgmt","Unprocessed",""
"/admin/tmgmt","Rejected",""
"/admin/tmgmt","Aborted",""
"/node/109","Café Lingua",""
"/node/147","Algengar spurningar",""
"/node/82","Salarleiga",""
"/node/81","Hlaðvarp / Podcast",""
"/node/79","Tölvur, net, prentarar",""
"/node/148","Útlánareglur",""
"/temaer/nyr-safninu","Nýr á safninu",""
"/node/149","Starfsáætlun",""
"/node/148","<a href=""/node/147"" class=""active-trail"">Algengar spurningar</a>",""
"/node/147","<a href=""/node/147"" class=""active-trail active"">Algengar spurningar</a>",""
"/node/86","Tilraunaverkstæði",""
"/node/79","Open Mic",""
"/node/51","Viltu bóka sal hjá okkur?",""
"/node/149","<a href=""/node/50"" class=""active-trail"">Hlutverk leiðarljós og markmið</a>",""
"/admin/people/permissions","Administer translation management",""
